Category,City,Country/Region,Customer Name,Date String,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Selected State,Ship Date,Ship Mode,Size,State,State Name,State Set,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Salinas,United States,Heather Kirkland,2021-08-01,GBC,2021/8/1,CA-2021-124576,93905,GBC Prestige Therm-A-Bind Covers,West,Corporate,伪,2021/8/4,Second Class,伪,California,Other (median),3,Binders,0.2,18.5274,2,$55
Office Supplies,Sunnyvale,United States,Kalyca Meade,2021-12-01,ACCOHIDE,2021/12/16,CA-2021-137463,94086,Accohide Poly Flexible Ring Binders,West,Corporate,伪,2021/12/20,Second Class,伪,California,Other (median),3,Binders,0.2,2.244,2,$6
Office Supplies,Provo,United States,Alan Schoenberger,2021-09-01,GBC,2021/9/17,CA-2021-112515,84604,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",West,Corporate,伪,2021/9/21,Second Class,伪,Utah,Utah,2,Binders,0.2,8.9544,2,$26
Office Supplies,Los Angeles,United States,Darren Budd,2019-12-01,GBC,2019/12/14,CA-2019-141593,90045,"GBC Laser Imprintable Binding System Covers, Desert Sand",West,Corporate,伪,2019/12/16,Second Class,伪,California,Other (median),3,Binders,0.2,11.5587,3,$34
Office Supplies,Sacramento,United States,Linda Cazamias,2020-08-01,Pressboard,2020/8/4,CA-2020-111913,95823,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",West,Corporate,伪,2020/8/6,Second Class,伪,California,Other (median),3,Binders,0.2,3.9771,3,$12
Office Supplies,Sacramento,United States,Linda Cazamias,2020-08-01,Wilson Jones,2020/8/4,CA-2020-111913,95823,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,伪,2020/8/6,Second Class,伪,California,Other (median),3,Binders,0.2,7.0713,3,$21
Office Supplies,Pleasant Grove,United States,Ken Heidel,2019-02-01,Wilson Jones,2019/2/3,CA-2019-132633,84062,Wilson Jones Standard D-Ring Binders,West,Corporate,伪,2019/2/5,Second Class,伪,Utah,Utah,2,Binders,0.2,4.0986,3,$12
Office Supplies,Provo,United States,Alan Schoenberger,2021-09-01,Acco,2021/9/17,CA-2021-112515,84604,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",West,Corporate,伪,2021/9/21,Second Class,伪,Utah,Utah,2,Binders,0.2,4.2717,3,$12
Office Supplies,Provo,United States,Alan Schoenberger,2021-09-01,Avery,2021/9/17,CA-2021-112515,84604,Avery Non-Stick Binders,West,Corporate,伪,2021/9/21,Second Class,伪,Utah,Utah,2,Binders,0.2,3.5022,3,$11
Office Supplies,Seattle,United States,Nick Crebassa,2021-11-01,GBC,2021/11/10,CA-2021-163874,98105,GBC Imprintable Covers,West,Corporate,伪,2021/11/12,Second Class,伪,Washington,Other (median),3,Binders,0.2,9.5526,3,$26
Office Supplies,Louisville,United States,Bart Pistole,2021-02-01,Other,2021/2/20,CA-2021-105445,80027,Staples,West,Corporate,伪,2021/2/25,Second Class,伪,Colorado,Other (median),3,Fasteners,0.2,3.0654,3,$9
Office Supplies,Eugene,United States,Tracy Poddar,2020-11-01,Southworth,2020/11/4,CA-2020-163328,97405,Southworth 25% Cotton Premium Laser Paper and Envelopes,West,Corporate,伪,2020/11/6,Second Class,伪,Oregon,Other (median),3,Paper,0.2,16.7832,3,$48
Office Supplies,Springfield,United States,David Wiener,2018-01-01,Fellowes,2018/1/18,CA-2018-123477,97477,Fellowes Mighty 8 Compact Surge Protector,West,Corporate,伪,2018/1/21,Second Class,伪,Oregon,Other (median),3,Appliances,0.2,6.4864,4,$65
Office Supplies,Yuma,United States,Dario Medina,2020-09-01,Newell,2020/9/29,CA-2020-106621,85364,Newell 351,West,Corporate,伪,2020/10/1,Second Class,伪,Arizona,Other (median),3,Art,0.2,1.1808,4,$10
Office Supplies,Los Angeles,United States,Matthew Clasen,2020-02-01,Wilson Jones,2020/2/21,CA-2020-139010,90032,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",West,Corporate,伪,2020/2/26,Second Class,伪,California,Other (median),3,Binders,0.2,6.496,4,$19
Office Supplies,San Francisco,United States,Damala Kotsonis,2018-03-01,Wilson Jones,2018/3/26,CA-2018-141838,94122,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,伪,2018/3/31,Second Class,伪,California,Other (median),3,Binders,0.2,9.4284,4,$28
Office Supplies,Woodland,United States,Justin Ellison,2021-10-01,Wilson Jones,2021/10/20,US-2021-146416,95695,Wilson Jones Four-Pocket Poly Binders,West,Corporate,伪,2021/10/22,Second Class,伪,California,Other (median),3,Binders,0.2,7.5864,4,$21
Office Supplies,Los Angeles,United States,Eleni McCrary,2019-06-01,3-ring staple pack,2019/6/7,CA-2019-142041,90036,3-ring staple pack,West,Corporate,伪,2019/6/9,Second Class,伪,California,Other (median),3,Binders,0.2,2.632,5,$8
Office Supplies,Oceanside,United States,Andy Yotov,2021-12-01,Other,2021/12/16,CA-2021-137428,92054,Prestige Round Ring Binders,West,Corporate,伪,2021/12/21,Second Class,伪,California,Other (median),3,Binders,0.2,8.208,5,$24
Office Supplies,Salinas,United States,Damala Kotsonis,2019-10-01,Acco,2019/10/31,US-2019-164448,93905,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",West,Corporate,伪,2019/11/4,Second Class,伪,California,Other (median),3,Binders,0.2,9.3125,5,$30
Office Supplies,Santa Clara,United States,Lisa Ryan,2018-09-01,Avery,2018/9/7,CA-2018-109918,95051,Avery Legal 4-Ring Binder,West,Corporate,伪,2018/9/12,Second Class,伪,California,Other (median),3,Binders,0.2,31.47,5,$84
Office Supplies,Phoenix,United States,Eudokia Martin,2019-11-01,Avery,2019/11/21,US-2019-159499,85023,Avery 506,West,Corporate,伪,2019/11/23,Second Class,伪,Arizona,Other (median),3,Labels,0.2,5.369,5,$17
Office Supplies,Phoenix,United States,Eudokia Martin,2019-11-01,Fellowes,2019/11/21,US-2019-159499,85023,Fellowes Command Center 5-outlet power strip,West,Corporate,伪,2019/11/23,Second Class,伪,Arizona,Other (median),3,Appliances,0.2,28.4928,6,$326
Office Supplies,San Francisco,United States,Rachel Payne,2018-10-01,Avery,2018/10/19,CA-2018-155264,94110,Avery Durable Slant Ring Binders With Label Holder,West,Corporate,伪,2018/10/22,Second Class,伪,California,Other (median),3,Binders,0.2,7.0224,6,$20
Office Supplies,Los Angeles,United States,Matthew Clasen,2020-02-01,Avery,2020/2/21,CA-2020-139010,90032,Avery Heavy-Duty EZD  Binder With Locking Rings,West,Corporate,伪,2020/2/26,Second Class,伪,California,Other (median),3,Binders,0.2,10.9368,7,$31
Office Supplies,San Francisco,United States,Victoria Wilson,2021-02-01,Acco,2021/2/11,CA-2021-116204,94110,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",West,Corporate,伪,2021/2/14,Second Class,伪,California,Other (median),3,Binders,0.2,7.7343,7,$21
Office Supplies,Eugene,United States,Tracy Poddar,2020-11-01,Other,2020/11/4,CA-2020-163328,97405,Serrated Blade or Curved Handle Hand Letter Openers,West,Corporate,伪,2020/11/6,Second Class,伪,Oregon,Other (median),3,Supplies,0.2,-4.1762,7,$18
Office Supplies,Eugene,United States,Tracy Poddar,2020-11-01,Other,2020/11/4,CA-2020-163328,97405,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",West,Corporate,伪,2020/11/6,Second Class,伪,Oregon,Other (median),3,Labels,0.2,228.0792,8,$629
Office Supplies,Seattle,United States,Rachel Payne,2020-08-01,Avery,2020/8/21,CA-2020-167983,98115,Avery Durable Slant Ring Binders With Label Holder,West,Corporate,伪,2020/8/24,Second Class,伪,Washington,Other (median),3,Binders,0.2,11.704,10,$33
Office Supplies,Salem,United States,Grace Kelly,2018-06-01,Avery,2018/6/25,CA-2018-164469,97301,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",West,Corporate,伪,2018/6/27,Second Class,伪,Oregon,Other (median),3,Art,0.2,17.908,11,$72
Office Supplies,Loveland,United States,Pamela Coakley,2021-12-01,Avery,2021/12/28,US-2021-162068,80538,Avery Reinforcements for Hole-Punch Pages,West,Corporate,伪,2021/12/31,Second Class,伪,Colorado,Other (median),3,Binders,0.7,-0.99,2,$1
Office Supplies,Detroit,United States,Dionis Lloyd,2019-12-01,Newell,2019/12/25,CA-2019-153717,48227,Newell 351,Central,Corporate,伪,2020/1/1,Standard Class,伪,Michigan,Other (median),3,Art,0,0.9512,1,$3
Office Supplies,Lincoln Park,United States,Dario Medina,2019-09-01,Boston,2019/9/21,CA-2019-168480,48146,"BOSTON Ranger #55 Pencil Sharpener, Black",Central,Corporate,伪,2019/9/27,Standard Class,伪,Michigan,Other (median),3,Art,0,7.5371,1,$26
Office Supplies,La Crosse,United States,Steve Chapman,2020-09-01,Other,2020/9/25,US-2020-124163,54601,Manco Dry-Lighter Erasable Highlighter,Central,Corporate,伪,2020/9/30,Standard Class,伪,Wisconsin,Wisconsin,2,Art,0,1.0336,1,$3
Office Supplies,Columbus,United States,Barbara Fisher,2020-11-01,Pressboard,2020/11/20,CA-2020-100041,47201,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Central,Corporate,伪,2020/11/25,Standard Class,伪,Indiana,Other (median),3,Binders,0,2.3077,1,$5
Office Supplies,Jackson,United States,Brenda Bowman,2020-11-01,Wilson Jones,2020/11/25,CA-2020-169838,49201,Wilson Jones International Size A4 Ring Binders,Central,Corporate,伪,2020/11/29,Standard Class,伪,Michigan,Other (median),3,Binders,0,8.304,1,$17
Office Supplies,Detroit,United States,Rob Williams,2018-06-01,Other,2018/6/28,CA-2018-156993,48234,Staples,Central,Corporate,伪,2018/7/4,Standard Class,伪,Michigan,Other (median),3,Fasteners,0,3.04,1,$6
Office Supplies,Jackson,United States,Keith Dawkins,2019-12-01,Universal,2019/12/10,CA-2019-121650,49201,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Central,Corporate,伪,2019/12/16,Standard Class,伪,Michigan,Other (median),3,Labels,0,1.2006,1,$3
Office Supplies,Sioux Falls,United States,Elizabeth Moffitt,2021-07-01,Other,2021/7/20,CA-2021-122035,57103,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Central,Corporate,伪,2021/7/25,Standard Class,伪,South Dakota,Other (median),3,Appliances,0,112.4064,2,$416
Office Supplies,Lafayette,United States,Tamara Chand,2020-10-01,Stanley,2020/10/2,CA-2020-118689,47905,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Central,Corporate,伪,2020/10/9,Standard Class,伪,Indiana,Other (median),3,Art,0,9.5088,2,$34
Office Supplies,Jackson,United States,Keith Dawkins,2019-12-01,Avery,2019/12/10,CA-2019-121650,49201,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Central,Corporate,伪,2019/12/16,Standard Class,伪,Michigan,Other (median),3,Art,0,1.521,2,$4
Office Supplies,Lafayette,United States,Tamara Chand,2020-10-01,Ibico,2020/10/2,CA-2020-118689,47905,Ibico Ibimaster 300 Manual Binding System,Central,Corporate,伪,2020/10/9,Standard Class,伪,Indiana,Other (median),3,Binders,0,331.191,2,$736
Office Supplies,Detroit,United States,Damala Kotsonis,2021-12-01,Wilson Jones,2021/12/9,CA-2021-139199,48234,Wilson Jones Century Plastic Molded Ring Binders,Central,Corporate,伪,2021/12/13,Standard Class,伪,Michigan,Other (median),3,Binders,0,19.5238,2,$42
Office Supplies,Maple Grove,United States,Suzanne McNair,2021-07-01,Ibico,2021/7/20,CA-2021-150497,55369,Ibico Ibimaster 300 Manual Binding System,Central,Corporate,伪,2021/7/24,Standard Class,伪,Minnesota,Other (median),3,Binders,0,331.191,2,$736
Office Supplies,Springfield,United States,Kalyca Meade,2020-11-01,Wilson Jones,2020/11/10,CA-2020-119935,65807,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Central,Corporate,伪,2020/11/14,Standard Class,伪,Missouri,Missouri,2,Binders,0,39.3408,2,$82
Office Supplies,Broken Arrow,United States,Bill Overfelt,2020-01-01,Storex,2020/1/3,CA-2020-105207,74012,Storex Dura Pro Binders,Central,Corporate,伪,2020/1/8,Standard Class,伪,Oklahoma,Oklahoma,2,Binders,0,5.346,2,$12
Office Supplies,Columbus,United States,Brian Moss,2021-05-01,Tyvek,2021/5/13,CA-2021-149048,47201,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Central,Corporate,伪,2021/5/17,Standard Class,伪,Indiana,Other (median),3,Envelopes,0,81.432,2,$181
Office Supplies,Jackson,United States,Nat Gilpin,2018-11-01,Other,2018/11/24,CA-2018-100762,49201,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Central,Corporate,伪,2018/11/29,Standard Class,伪,Michigan,Other (median),3,Labels,0,96.3438,2,$197
Office Supplies,Sioux Falls,United States,Elizabeth Moffitt,2021-07-01,Avery,2021/7/20,CA-2021-122035,57103,Avery 486,Central,Corporate,伪,2021/7/25,Standard Class,伪,South Dakota,Other (median),3,Labels,0,6.8714,2,$15
Office Supplies,Columbus,United States,Barbara Fisher,2020-11-01,Ampad,2020/11/20,CA-2020-100041,47201,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Central,Corporate,伪,2020/11/25,Standard Class,伪,Indiana,Other (median),3,Paper,0,4.086,2,$9
Office Supplies,Columbus,United States,Noah Childs,2018-10-01,Other,2018/10/29,CA-2018-166590,47201,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Central,Corporate,伪,2018/11/2,Standard Class,伪,Indiana,Other (median),3,Paper,0,35.6636,2,$76
Office Supplies,Overland Park,United States,Rick Reed,2021-07-01,Strathmore,2021/7/13,CA-2021-102155,66212,Strathmore Photo Mount Cards,Central,Corporate,伪,2021/7/17,Standard Class,伪,Kansas,Other (median),3,Paper,0,6.2376,2,$14
Office Supplies,Detroit,United States,Damala Kotsonis,2021-12-01,Xerox,2021/12/9,CA-2021-139199,48234,Xerox 1946,Central,Corporate,伪,2021/12/13,Standard Class,伪,Michigan,Other (median),3,Paper,0,6.2208,2,$13
Office Supplies,Grand Rapids,United States,Ken Brennan,2021-12-01,Xerox,2021/12/29,CA-2021-158673,49505,Xerox 1915,Central,Corporate,伪,2022/1/4,Standard Class,伪,Michigan,Other (median),3,Paper,0,100.656,2,$210
Office Supplies,Jackson,United States,Nat Gilpin,2018-11-01,Adams,2018/11/24,CA-2018-100762,49201,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,Corporate,伪,2018/11/29,Standard Class,伪,Michigan,Other (median),3,Paper,0,7.98,2,$16
Office Supplies,Saint Charles,United States,Brenda Bowman,2019-06-01,Xerox,2019/6/5,CA-2019-115168,63301,Xerox 1981,Central,Corporate,伪,2019/6/9,Standard Class,伪,Missouri,Missouri,2,Paper,0,4.752,2,$11
Office Supplies,Columbus,United States,Brian Moss,2021-05-01,Tennsco,2021/5/13,CA-2021-149048,47201,Tennsco 6- and 18-Compartment Lockers,Central,Corporate,伪,2021/5/17,Standard Class,伪,Indiana,Other (median),3,Storage,0,95.4612,2,$530
Office Supplies,Lafayette,United States,Tamara Chand,2020-10-01,Acco,2020/10/2,CA-2020-118689,47905,Acco Perma 4000 Stacking Storage Drawers,Central,Corporate,伪,2020/10/9,Standard Class,伪,Indiana,Other (median),3,Storage,0,4.872,2,$32
Office Supplies,Overland Park,United States,Rick Reed,2021-07-01,Standard,2021/7/13,CA-2021-102155,66212,Standard Rollaway File with Lock,Central,Corporate,伪,2021/7/17,Standard Class,伪,Kansas,Other (median),3,Storage,0,93.6988,2,$360
Office Supplies,Eau Claire,United States,Dave Poirier,2021-12-01,Other,2021/12/17,CA-2021-155362,54703,Adjustable Personal File Tote,Central,Corporate,伪,2021/12/21,Standard Class,伪,Wisconsin,Wisconsin,2,Storage,0,8.4656,2,$33
Office Supplies,Tulsa,United States,Helen Wasserman,2020-10-01,Fiskars,2020/10/31,CA-2020-140130,74133,Fiskars Softgrip Scissors,Central,Corporate,伪,2020/11/5,Standard Class,伪,Oklahoma,Oklahoma,2,Supplies,0,6.1488,2,$22
Office Supplies,Tulsa,United States,Helen Wasserman,2020-10-01,Newell,2020/10/31,CA-2020-140130,74133,Newell 31,Central,Corporate,伪,2020/11/5,Standard Class,伪,Oklahoma,Oklahoma,2,Art,0,3.4692,3,$12
Office Supplies,Columbus,United States,Brian Moss,2021-05-01,Ibico,2021/5/13,CA-2021-149048,47201,Ibico Hi-Tech Manual Binding System,Central,Corporate,伪,2021/5/17,Standard Class,伪,Indiana,Other (median),3,Binders,0,411.7365,3,$915
Office Supplies,Columbus,United States,Justin Ritter,2021-11-01,GBC,2021/11/27,CA-2021-159506,47201,GBC DocuBind P100 Manual Binding Machine,Central,Corporate,伪,2021/12/2,Standard Class,伪,Indiana,Other (median),3,Binders,0,224.073,3,$498
Office Supplies,Woodbury,United States,Chris Selesnick,2019-01-01,GBC,2019/1/4,CA-2019-149811,55125,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,Corporate,伪,2019/1/10,Standard Class,伪,Minnesota,Other (median),3,Binders,0,15.5232,3,$32
Office Supplies,Overland Park,United States,Kalyca Meade,2021-11-01,Other,2021/11/2,CA-2021-116358,66212,Staples,Central,Corporate,伪,2021/11/6,Standard Class,伪,Kansas,Other (median),3,Fasteners,0,9.12,3,$18
Office Supplies,Sioux Falls,United States,Victoria Wilson,2018-07-01,Advantus,2018/7/15,CA-2018-115980,57103,Advantus Push Pins,Central,Corporate,伪,2018/7/19,Standard Class,伪,South Dakota,Other (median),3,Fasteners,0,2.6814,3,$7
Office Supplies,Columbus,United States,Barbara Fisher,2020-11-01,Xerox,2020/11/20,CA-2020-100041,47201,Xerox 189,Central,Corporate,伪,2020/11/25,Standard Class,伪,Indiana,Other (median),3,Paper,0,150.984,3,$315
Office Supplies,Columbus,United States,Brian Moss,2021-05-01,Hammermil,2021/5/13,CA-2021-149048,47201,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Central,Corporate,伪,2021/5/17,Standard Class,伪,Indiana,Other (median),3,Paper,0,7.3206,3,$15
Office Supplies,Detroit,United States,Dionis Lloyd,2019-12-01,Xerox,2019/12/25,CA-2019-153717,48227,Xerox 1978,Central,Corporate,伪,2020/1/1,Standard Class,伪,Michigan,Other (median),3,Paper,0,8.4966,3,$17
Office Supplies,Jackson,United States,Nat Gilpin,2018-11-01,Xerox,2018/11/24,CA-2018-100762,49201,Xerox 1885,Central,Corporate,伪,2018/11/29,Standard Class,伪,Michigan,Other (median),3,Paper,0,69.1776,3,$144
Office Supplies,Roseville,United States,Steve Chapman,2020-09-01,Xerox,2020/9/12,CA-2020-152457,48066,Xerox 1991,Central,Corporate,伪,2020/9/18,Standard Class,伪,Michigan,Other (median),3,Paper,0,31.5192,3,$69
Office Supplies,Rochester,United States,Sung Pak,2019-09-01,Xerox,2019/9/5,CA-2019-105158,55901,Xerox 1881,Central,Corporate,伪,2019/9/10,Standard Class,伪,Minnesota,Other (median),3,Paper,0,17.3148,3,$37
Office Supplies,Woodbury,United States,Roy Phan,2020-09-01,Other,2020/9/4,CA-2020-168774,55125,"Hot File 7-Pocket, Floor Stand",Central,Corporate,伪,2020/9/9,Standard Class,伪,Minnesota,Other (median),3,Storage,0,160.623,3,$535
Office Supplies,Tulsa,United States,Helen Wasserman,2020-10-01,Carina,2020/10/31,CA-2020-140130,74133,"Carina Mini System Audio Rack, Model AR050B",Central,Corporate,伪,2020/11/5,Standard Class,伪,Oklahoma,Oklahoma,2,Storage,0,9.988200000,3,$333
Office Supplies,Saint Louis,United States,Steve Chapman,2019-07-01,Acme,2019/7/31,CA-2019-111017,63116,"Acme 10"" Easy Grip Assistive Scissors",Central,Corporate,伪,2019/8/6,Standard Class,伪,Missouri,Missouri,2,Supplies,0,15.777,3,$53
Office Supplies,Jackson,United States,Nat Gilpin,2018-11-01,Hunt,2018/11/24,CA-2018-100762,49201,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Corporate,伪,2018/11/29,Standard Class,伪,Michigan,Other (median),3,Art,0,45.576,4,$152
Office Supplies,Detroit,United States,Quincy Jones,2018-06-01,Wilson Jones,2018/6/1,US-2018-157070,48234,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Corporate,伪,2018/6/6,Standard Class,伪,Michigan,Other (median),3,Binders,0,66.5088,4,$139
Office Supplies,Milwaukee,United States,Luke Schmidt,2021-07-01,Acco,2021/7/31,US-2021-165869,53209,Acco 3-Hole Punch,Central,Corporate,伪,2021/8/5,Standard Class,伪,Wisconsin,Wisconsin,2,Binders,0,8.4096,4,$18
Office Supplies,Detroit,United States,Bill Tyler,2019-11-01,Easy-staple paper,2019/11/29,CA-2019-110016,48227,Easy-staple paper,Central,Corporate,伪,2019/12/4,Standard Class,伪,Michigan,Other (median),3,Paper,0,9.3624,4,$20
Office Supplies,Milwaukee,United States,Jim Epp,2021-09-01,Xerox,2021/9/22,CA-2021-166317,53209,Xerox 1940,Central,Corporate,伪,2021/9/26,Standard Class,伪,Wisconsin,Wisconsin,2,Paper,0,107.7216,4,$220
Office Supplies,Columbus,United States,Brendan Sweed,2020-09-01,Sanford,2020/9/17,CA-2020-105900,47201,Sanford Liquid Accent Highlighters,Central,Corporate,伪,2020/9/23,Standard Class,伪,Indiana,Other (median),3,Art,0,12.358,5,$33
Office Supplies,Lafayette,United States,Roy Phan,2020-05-01,Newell,2020/5/19,US-2020-152835,47905,Newell 341,Central,Corporate,伪,2020/5/23,Standard Class,伪,Indiana,Other (median),3,Art,0,6.206,5,$21
Office Supplies,Jackson,United States,Stephanie Phelps,2020-03-01,Prang,2020/3/8,US-2020-140172,49201,Prang Drawing Pencil Set,Central,Corporate,伪,2020/3/13,Standard Class,伪,Michigan,Other (median),3,Art,0,3.753,5,$14
Office Supplies,Fremont,United States,Cynthia Voltz,2021-06-01,GBC,2021/6/1,CA-2021-146493,68025,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,Corporate,伪,2021/6/5,Standard Class,伪,Nebraska,Nebraska,2,Binders,0,25.872,5,$54
Office Supplies,Sioux Falls,United States,Elizabeth Moffitt,2021-07-01,Avery,2021/7/20,CA-2021-122035,57103,Avery Printable Repositionable Plastic Tabs,Central,Corporate,伪,2021/7/25,Standard Class,伪,South Dakota,Other (median),3,Binders,0,20.21,5,$43
Office Supplies,Milwaukee,United States,Jennifer Braxton,2021-10-01,Acco,2021/10/21,CA-2021-142125,53209,Acco 3-Hole Punch,Central,Corporate,伪,2021/10/27,Standard Class,伪,Wisconsin,Wisconsin,2,Binders,0,10.512,5,$22
Office Supplies,Detroit,United States,Steve Chapman,2018-12-01,Xerox,2018/12/16,CA-2018-151379,48227,Xerox 1929,Central,Corporate,伪,2018/12/20,Standard Class,伪,Michigan,Other (median),3,Paper,0,52.532,5,$114
Office Supplies,Woodbury,United States,Chris Selesnick,2019-01-01,Adams,2019/1/4,CA-2019-149811,55125,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,Corporate,伪,2019/1/10,Standard Class,伪,Minnesota,Other (median),3,Paper,0,19.95,5,$40
Office Supplies,Milwaukee,United States,Luke Schmidt,2021-07-01,3M,2021/7/31,US-2021-165869,53209,3M Office Air Cleaner,Central,Corporate,伪,2021/8/5,Standard Class,伪,Wisconsin,Wisconsin,2,Appliances,0,54.558,6,$156
Office Supplies,Overland Park,United States,Kalyca Meade,2021-11-01,Binney & Smith,2021/11/2,CA-2021-116358,66212,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Central,Corporate,伪,2021/11/6,Standard Class,伪,Kansas,Other (median),3,Art,0,9.1674,6,$28
Office Supplies,Detroit,United States,Nicole Hansen,2019-10-01,Avery,2019/10/19,CA-2019-113901,48227,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Corporate,伪,2019/10/24,Standard Class,伪,Michigan,Other (median),3,Binders,0,17.6088,6,$38
Office Supplies,Milwaukee,United States,Jennifer Braxton,2021-10-01,GBC,2021/10/21,CA-2021-142125,53209,GBC Instant Report Kit,Central,Corporate,伪,2021/10/27,Standard Class,伪,Wisconsin,Wisconsin,2,Binders,0,19.41,6,$39
Office Supplies,Richmond,United States,Matthew Clasen,2018-11-01,Other,2018/11/28,US-2018-120175,47374,Laser & Ink Jet Business Envelopes,Central,Corporate,伪,2018/12/3,Standard Class,伪,Indiana,Other (median),3,Envelopes,0,29.4492,6,$64
Office Supplies,Columbus,United States,Justin Ritter,2021-11-01,Xerox,2021/11/27,CA-2021-159506,47201,Xerox 1909,Central,Corporate,伪,2021/12/2,Standard Class,伪,Indiana,Other (median),3,Paper,0,72.8088,6,$158
Office Supplies,Indianapolis,United States,Stuart Van,2019-05-01,Other,2019/5/4,CA-2019-146290,46203,Model L Table or Wall-Mount Pencil Sharpener,Central,Corporate,伪,2019/5/11,Standard Class,伪,Indiana,Other (median),3,Art,0,35.2604,7,$126
Office Supplies,Columbia,United States,Rob Williams,2018-12-01,BIC,2018/12/31,CA-2018-111150,65203,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Central,Corporate,伪,2019/1/4,Standard Class,伪,Missouri,Missouri,2,Art,0,11.5752,7,$30
Office Supplies,Lafayette,United States,Tamara Chand,2020-10-01,Acco,2020/10/2,CA-2020-118689,47905,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Central,Corporate,伪,2020/10/9,Standard Class,伪,Indiana,Other (median),3,Binders,0,16.8413,7,$34
Office Supplies,Sioux Falls,United States,Elizabeth Moffitt,2021-07-01,Cardinal,2021/7/20,CA-2021-122035,57103,Cardinal Slant-D Ring Binders,Central,Corporate,伪,2021/7/25,Standard Class,伪,South Dakota,Other (median),3,Binders,0,30.415,7,$61
Office Supplies,Franklin,United States,Jack O'Briant,2020-01-01,Other,2020/1/8,US-2020-100461,53132,Plastic Binding Combs,Central,Corporate,伪,2020/1/12,Standard Class,伪,Wisconsin,Wisconsin,2,Binders,0,49.8435,7,$106
Office Supplies,Grand Rapids,United States,Matt Collister,2020-12-01,Acco,2020/12/23,CA-2020-157868,49505,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Central,Corporate,伪,2020/12/29,Standard Class,伪,Michigan,Other (median),3,Fasteners,0,11.6795,7,$25
Office Supplies,Springfield,United States,Michael Stewart,2019-12-01,Xerox,2019/12/4,CA-2019-142377,65807,Xerox 1881,Central,Corporate,伪,2019/12/9,Standard Class,伪,Missouri,Missouri,2,Paper,0,40.4012,7,$86
Office Supplies,Marion,United States,Pauline Webber,2020-12-01,GBC,2020/12/2,CA-2020-105354,52302,"GBC White Gloss Covers, Plain Front",Central,Corporate,伪,2020/12/6,Standard Class,伪,Iowa,Other (median),3,Binders,0,54.4448,8,$116
Office Supplies,Milwaukee,United States,Jim Epp,2021-09-01,ACCOHIDE,2021/9/22,CA-2021-166317,53209,ACCOHIDE Binder by Acco,Central,Corporate,伪,2021/9/26,Standard Class,伪,Wisconsin,Wisconsin,2,Binders,0,15.5288,8,$33
Office Supplies,Roseville,United States,Bill Overfelt,2021-08-01,Avery,2021/8/15,CA-2021-144883,55113,Avery 495,Central,Corporate,伪,2021/8/19,Standard Class,伪,Minnesota,Other (median),3,Labels,0,23.184,8,$50
Office Supplies,Detroit,United States,Rick Wilson,2021-05-01,Belkin,2021/5/7,CA-2021-141733,48234,Belkin Premiere Surge Master II 8-outlet surge protector,Central,Corporate,伪,2021/5/11,Standard Class,伪,Michigan,Other (median),3,Appliances,0.1,18.4604,2,$87
